6921875008127;ALFA;GENTAMICINA 80MG/2ML AMP I.V/I.M (ALFA) F.V 12/2025;273;9.3170
8906130230640;BRIXMEDIC;GENTAMICINA 80MG/2ML AMP I.V/I.M (BRIXMEDIC) F.V 11/2026;20;17.3030
7592637000988;BEHRENS;GLUCONATO DE CALCIO 10% 100ML SOL I.V X 0.5MEQ/ML (BEHRENS) FV. 11/2027;22;380.0005
7800061240109;BIOSANO;GLUCONATO DE CALCIO 10% AMP I.V X 10ML (BIOSANO) FV. 09/2027;94;101.8215
7800061000741;BIOSANO;HALOPERIDOL 5MG/1ML AMP I.M (BIOSANO) FV. 03/2026;163;156.3925
7599608003085;LABORATORIO ZUZU;HALOPERIDOL 5MG/5ML AMP I.V/I.M (ZUZU) FV. 10/2026;5;103.8180
8904187827011;CR MEDICARE;HIDROCORTISONA 100MG + DILUYENTE (MEDACORT) AMP I.V/I.M (MEDICARE) FV. 07/2027;197;75.2015
7598981001350;JMW;HIDROCORTISONA 100MG AMP I.V/I.M (JMW) FV. 08/2026;20;68.5465
7599895000026;ACEC;HIDROCORTISONA 500MG (HYDREC) AMP I.V/I.M (ACEC) FV. 12/2027;100;284.1685
7598455000407;BIOGLASS;HIDROCORTISONA 500MG + AGUA ESTERIL 10ML (BIOCORTIN) AMP I.V/I.M (BIOGLASS) FV. 04/2027;432;222.2770
8906112611580;ADN DESCUENTO;HIDROCORTISONA 500MG + AGUA ESTERIL 10ML (CORTIPRA) AMP I.V/I.M (ADN MEDICAL) FV. 05/2027;142;253.5222
8906044711396;CR MEDICARE;HIDROCORTISONA 500MG + DILUYENTE (MEDACORT) AMP I.V/I.M (MEDICARE) FV. 07/2027;486;236.2525
7707236127510;VITALIS;HIDROCORTISONA 500MG AMP I.V/I.M (VITALIS) F.V 11/2027;7;254.8865
7598008000892;LAND;HIERRO SACARATO 100MG/5ML AMP I.V (LAND) FV. 05/2026;219;147.7410
7598455000223;BIOGLASS;HIERRO SACAROSA 100MG/5ML (FERROGLAS) AMP I.V (BIOGLASS) FV. 04/2027;204;198.3190
